questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,isTest,isDev,,,,,,
MDSA_2008_5_24,24,1,C,1,0,Maryland School Assessment - Science,5,2008,"Many natural resources are found in Maryland and the surrounding area. Some of these natural resources are renewable and some are nonrenewable. People use both kinds of resources in daily activities. Using natural resources often produces waste products. Recycling centers are where people take materials that may be reused to make new products. How does recycling paper positively affect the environment?
 
 A reduces air pollution
 B increases soil erosion
 C reduces trees that are cut
 D increases habitat destruction",Science,1,1,,,,,,
MDSA_2008_5_24,24,1,C,1,0,Maryland School Assessment - Science,5,2008,Many natural resources are found in Maryland and the surrounding area. Some of these natural resources are renewable and some are nonrenewable. People use both kinds of resources in daily activities. Using natural resources often produces waste products. Recycling centers are where people take materials that may be reused to make new products. How does recycling paper positively affect the environment? (A) reduces air pollution (B) increases soil erosion (C) reduces trees that are cut (D) increases habitat destruction,Science,1,1,,,,,,
MDSA_2008_5_25,25,1,A,1,0,Maryland School Assessment - Science,5,2008,"Many natural resources are found in Maryland and the surrounding area. Some of these natural resources are renewable and some are nonrenewable. People use both kinds of resources in daily activities. Using natural resources often produces waste products. Burning fossil fuels, such as oil, coal, and gasoline produces pollution. Which type of pollution is most often produced by burning fossil fuels? (A) air pollution (B) land pollution (C) noise pollution (D) water pollution",Science,1,0,,,,,,
MDSA_2008_5_29,29,1,B,1,0,Maryland School Assessment - Science,5,2008,"Rocks and minerals are common materials found on Earth. Which property do most rocks and minerals share?
 
 A They are pure.
 B They are solid.
 C They are liquid.
 D They are magnetic.",Science,1,0,,,,,,
MDSA_2008_5_29,29,1,B,1,0,Maryland School Assessment - Science,5,2008,Rocks and minerals are common materials found on Earth. Which property do most rocks and minerals share?    (A) They are pure. (B) They are solid. (C) They are liquid. (D) They are magnetic.,Science,1,0,,,,,,
MDSA_2008_5_29,29,1,B,1,0,Maryland School Assessment - Science,5,2008,Rocks and minerals are common materials found on Earth. Which property do most rocks and minerals share? (A) They are pure. (B) They are solid. (C) They are liquid. (D) They are magnetic.,Science,1,1,,,,,,
MDSA_2008_5_30,30,1,A,1,0,Maryland School Assessment - Science,5,2008,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?    (A) the sun (B) the wind (C) ocean currents (D) the metal core",Science,1,1,,,,,,
MDSA_2008_5_38,38,1,D,1,0,Maryland School Assessment - Science,5,2008,"The snowshoe hare was once common in Maryland. In 1986, researchers in the state noted that the snowshoe hare was no longer found in Maryland. Which statement best explains why the snowshoe hare is no longer found in Maryland?    (A) Water quality has improved. (B) There are too many trees. (C) The temperature is too cold. (D) Housing developments have replaced fields.",Science,1,0,,,,,,
MDSA_2008_5_39,39,1,C,1,0,Maryland School Assessment - Science,5,2008,The building of houses in Maryland uses many different materials. Which building material is made of a renewable natural resource? (A) copper wire (B) steel beams (C) wood boards (D) plastic siding,Science,1,0,,,,,,
MDSA_2008_5_40,40,1,D,1,0,Maryland School Assessment - Science,5,2008,A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. The packed snow changes to liquid water when the snow is put in a warm room. Which statement best describes this process?    (A) Cooling causes the snow to melt. (B) Cooling causes the snow to freeze. (C) Heating causes the snow to freeze. (D) Heating causes the snow to melt.,Science,1,0,,,,,,
MDSA_2008_5_41,41,1,D,1,0,Maryland School Assessment - Science,5,2008,A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? (A) classification (B) condensation (C) evaporation (D) precipitation,Science,1,1,,,,,,
MDSA_2008_5_6,6,1,C,1,0,Maryland School Assessment - Science,5,2008,Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius? (A) evaporation (B) freezing (C) melting (D) precipitation,Science,1,0,,,,,,
MDSA_2009_4_1,1,1,D,1,0,Maryland School Assessment - Science,4,2009,A fossilized seashell is found on a mountain. This seashell shows that the mountain was once ___. (A) much hotter (B) much colder (C) above sea level (D) covered by water,Science,1,0,,,,,,
MDSA_2009_4_1,1,1,D,1,0,Maryland School Assessment - Science,4,2009,A fossilized seashell is found on a mountain. This seashell shows that the mountain was once    (A) much hotter (B) much colder (C) above sea level (D) covered by water,Science,1,1,,,,,,
MDSA_2009_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2009,"A leaf is covered in mud during a landslide. After one million years, this leaf will most likely be  (A) a fossil (B) an animal species (C) a new plant species (D) a nonrenewable fuel",Science,1,0,,,,,,
MDSA_2009_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2009,"A leaf is covered in mud during a landslide. After one million years, this leaf will most likely be
 A a fossil
 B an animal species
 C a new plant species
 D a nonrenewable fuel",Science,1,0,,,,,,
MDSA_2009_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2009,"A leaf is covered in mud during a landslide. After one million years, this leaf will most likely be ___. (A) a fossil (B) an animal species (C) a new plant species (D) a nonrenewable fuel",Science,1,1,,,,,,
MDSA_2009_4_30,30,1,A,1,0,Maryland School Assessment - Science,4,2009,Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?    (A) Earth revolves around the sun. (B) The sun revolves around Earth. (C) The constellations revolve around Earth. (D) Earth revolves around the constellations.,Science,1,0,,,,,,
MDSA_2009_4_34,34,1,B,1,0,Maryland School Assessment - Science,4,2009,"A scientist investigated how well plants native to Maryland would grow in desert conditions. The scientist placed equal amounts of desert soil into 10 identical containers. Each container held two of the same kind of plant. The scientist investigated a total of 10 different kinds of plants. The scientist placed all of the containers into a greenhouse adjusted to produce hot, desert-like conditions .The scientist gave the plants equal, but small amounts of water for the next five weeks. Most of the plants did not survive after the five week investigation. Which statement best explains why 16 of the plants did not survive?
 
 A Plants do not grow in desert conditions.
 B Few plants survive severe changes to their environment.
 C Plants native to Maryland are not good for scientific studies.
 D Plants native to Maryland are only able to survive in Maryland.",Science,1,0,,,,,,
MDSA_2009_4_43,43,1,A,1,0,Maryland School Assessment - Science,4,2009,"Making a Splash on Mars Scientists have known for years that water exists on Mars. There are small amounts of water vapor in the atmosphere, and at the Martian North and South poles there are frozen water ice caps. The north polar cap is mostly water ice (and there is also some frozen carbon dioxide, like dry ice) that is about 1 mile thick! Scientists believe even more water lies deep under the Martian surface. In June 2000, scientists held a press conference to announce some new pictures of Mars. These pictures showed gullies that looked like flash flood channels on Earth. Scientists already knew that water had once flowed on the red planet, but that was billions of years ago. (We know this because NASA satellites have taken pictures of ancient dried-up riverbeds.) But these channels look like they were made recently, and this surprised the scientists. One reason they were surprised is that Mars is very cold. It is so cold that the ground should be frozen. Any water in this area should be solid ice. A second reason that liquid water is surprising is that Mars is so dry. There is so little water vapor in the atmosphere that any pool of water would quickly evaporate. Even on Earth, ocean water evaporates into the sky as part of the water cycle. On Mars, water evaporates more quickly than it would anywhere on Earth. So: how could there be liquid water on such a planet? Well, this is a very interesting point. On Earth, we talk about the boiling point of water, where it turns into steam or vapor. We also talk about the freezing point of water, where liquid water turns to a solid called ice. Well, it turns out that there is a “triple point” of water. When the temperature and air pressure are just right, water can exist in all three states at once: solid, liquid, and gas—all at the same time! Oddly, the atmospheric pressure on Mars is very close to the triple point pressure for water (6.1 millibars). All over the red planet, water can change from liquid to solid to gas with just a slight change in pressure. A physical property of ice is
 
 A hardness
 B flexibility
 C attraction by magnets
 D good conduction of electricity",Science,1,1,,,,,,
MDSA_2009_5_16,16,1,D,1,0,Maryland School Assessment - Science,5,2009,"Students visited the Morris W. Offit telescope located at the Maryland Space Grant Observatory in Baltimore. They learned about the stars, planets, and moon. The students recorded the information below. • Star patterns stay the same, but their locations in the sky seem to change. • The sun, planets, and moon appear to move in the sky. • Proxima Centauri is the nearest star to our solar system. • Polaris is a star that is part of a pattern of stars called the Little Dipper. Which statement best explains why the sun appears to move across the sky each day?
 
 A The sun revolves around Earth.
 B Earth rotates around the sun.
 C The sun revolves on its axis.
 D Earth rotates on its axis.",Science,1,1,,,,,,
MDSA_2009_5_17,17,1,C,1,0,Maryland School Assessment - Science,5,2009,"A student mixed salt and sugar. Which statement describes the physical properties of salt and sugar after they were mixed?
 
 A The sugar dissolved the salt.
 B The salt and sugar changed color.
 C The sugar and the salt were unchanged.
 D The salt and sugar formed a new material.",Science,1,1,,,,,,
MDSA_2009_5_17,17,1,C,1,0,Maryland School Assessment - Science,5,2009,A student mixed salt and sugar. Which statement describes the physical properties of salt and sugar after they were mixed?    (A) The sugar dissolved the salt. (B) The salt and sugar changed color. (C) The sugar and the salt were unchanged. (D) The salt and sugar formed a new material.,Science,1,1,,,,,,
MDSA_2009_5_19,19,1,C,1,0,Maryland School Assessment - Science,5,2009,"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which statement describes the use of a renewable natural resource?    (A) A home burns natural gas for heat. (B) A city burns coal to generate electricity. (C) A farmer plants different types of crops to protect the soil. (D) A construction crew builds a road from rock, sand, and gravel.",Science,1,1,,,,,,
MDSA_2009_5_19,19,1,C,1,0,Maryland School Assessment - Science,5,2009,"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which statement describes the use of a renewable natural resource?
 
 A A home burns natural gas for heat.
 B A city burns coal to generate electricity.
 C A farmer plants different types of crops to protect the soil.
 D A construction crew builds a road from rock, sand, and gravel.",Science,1,1,,,,,,
MDSA_2009_5_20,20,1,B,1,0,Maryland School Assessment - Science,5,2009,"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which activity shows the use of a nonrenewable natural resource? (A) A group of people swims in a river. (B) A construction crew builds an iron bridge. (C) A farmer grows vegetables to sell at a local market. (D) A person bakes a cake with electricity produced by a hydroelectric power plant.",Science,1,0,,,,,,
MDSA_2009_5_20,20,1,B,1,0,Maryland School Assessment - Science,5,2009,"All natural resources on Earth are either renewable or nonrenewable. Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced. If the resource is used faster than it is replaced, then the resource will, in time, disappear. Which activity shows the use of a nonrenewable natural resource?    (A) A group of people swims in a river. (B) A construction crew builds an iron bridge. (C) A farmer grows vegetables to sell at a local market. (D) A person bakes a cake with electricity produced by a hydroelectric power plant.",Science,1,0,,,,,,
MDSA_2009_5_21,21,1,B,1,0,Maryland School Assessment - Science,5,2009,"Some schools have programs to recycle paper products such as student papers, newspapers, and cardboard boxes. Which of these statements describes a positive effect of recycling paper products?
 
 A Schools need to buy less paper.
 B Fewer trees need to be cut.
 C Landfills have less room for other trash.
 D Recycling consumes more energy than making new paper.",Science,1,1,,,,,,
MDSA_2009_5_21,21,1,B,1,0,Maryland School Assessment - Science,5,2009,"Some schools have programs to recycle paper products such as student papers, newspapers, and cardboard boxes. Which of these statements describes a positive effect of recycling paper products?    (A) Schools need to buy less paper. (B) Fewer trees need to be cut. (C) Landfills have less room for other trash. (D) Recycling consumes more energy than making new paper.",Science,1,0,,,,,,
MDSA_2009_5_25,25,1,B,1,0,Maryland School Assessment - Science,5,2009,Baking soda mixed with vinegar produces carbon dioxide and water. The best way to prove that no mass was lost during this reaction is to    (A) use equal masses of baking soda and vinegar (B) determine the masses of all the substances before and after the reaction (C) determine the mass of the carbon dioxide and water that is produced (D) compare the mass of the vinegar and water to be certain they are,Science,1,0,,,,,,
MDSA_2009_5_25,25,1,B,1,0,Maryland School Assessment - Science,5,2009,"Baking soda mixed with vinegar produces carbon dioxide and water. The best way to prove that no mass was lost during this reaction is to
 
 A use equal masses of baking soda and vinegar
 B determine the masses of all the substances before and after the reaction
 C determine the mass of the carbon dioxide and water that is produced
 D compare the mass of the vinegar and water to be certain they are",Science,1,0,,,,,,
MDSA_2009_5_26,26,1,C,1,0,Maryland School Assessment - Science,5,2009,"Homes that are built to be environmentally friendly because they use energy more efficiently than other homes are called “green” homes. “Green” homes often have reflective roofs and walls made of recycled materials. The windows in these energy-saving homes are double-paned, meaning each window has two pieces of glass. Double-paned windows have a layer of air between the window panes. This layer is a barrier against extreme temperatures and saves energy. A solar panel on a “green” home uses    (A) chemical energy (B) mechanical energy (C) a renewable energy source (D) a nonrenewable energy source",Science,1,0,,,,,,
MDSA_2009_5_26,26,1,C,1,0,Maryland School Assessment - Science,5,2009,"Homes that are built to be environmentally friendly because they use energy more efficiently than other homes are called “green” homes. “Green” homes often have reflective roofs and walls made of recycled materials. The windows in these energy-saving homes are double-paned, meaning each window has two pieces of glass. Double-paned windows have a layer of air between the window panes. This layer is a barrier against extreme temperatures and saves energy. A solar panel on a “green” home uses
 
 A chemical energy
 B mechanical energy
 C a renewable energy source
 D a nonrenewable energy source",Science,1,1,,,,,,
MDSA_2009_5_39,39,1,C,1,0,Maryland School Assessment - Science,5,2009,"A Green Community Many cities in the United States are developing “green communities.” A green community is intended to reduce the use of energy and consists of houses, apartments, and nearby businesses. Grocery stores, restaurants, and movie theaters are all within walking distance of the homes in the community. People travel shorter distances to their schools and jobs. Many of the buildings in a green community are made of renewable and recycled materials. Solar energy keeps the buildings at a comfortable temperature. Natural landscape features, such as trees and plants, are carefully located to provide shade and to control temperatures. Community gardens allow residents to grow food and flowers. People in green communities are using a nonrenewable resource when they
 
 A heat their homes with wood
 B wash vegetables before cooking
 C drive gasoline-powered automobiles
 D grow flowers in the community garden",Science,1,0,,,,,,
MDSA_2009_5_41,41,1,D,1,0,Maryland School Assessment - Science,5,2009,"Making a Splash on Mars Scientists have known for years that water exists on Mars. There are small amounts of water vapor in the atmosphere, and at the Martian North and South poles there are frozen water ice caps. The north polar cap is mostly water ice (and there is also some frozen carbon dioxide, like dry ice) that is about 1 mile thick! Scientists believe even more water lies deep under the Martian surface. In June 2000, scientists held a press conference to announce some new pictures of Mars. These pictures showed gullies that looked like flash flood channels on Earth. Scientists already knew that water had once flowed on the red planet, but that was billions of years ago. (We know this because NASA satellites have taken pictures of ancient dried-up riverbeds.) But these channels look like they were made recently, and this surprised the scientists. One reason they were surprised is that Mars is very cold. It is so cold that the ground should be frozen. Any water in this area should be solid ice. A second reason that liquid water is surprising is that Mars is so dry. There is so little water vapor in the atmosphere that any pool of water would quickly evaporate. Even on Earth, ocean water evaporates into the sky as part of the water cycle. On Mars, water evaporates more quickly than it would anywhere on Earth. So: how could there be liquid water on such a planet? Well, this is a very interesting point. On Earth, we talk about the boiling point of water, where it turns into steam or vapor. We also talk about the freezing point of water, where liquid water turns to a solid called ice. Well, it turns out that there is a “triple point” of water. When the temperature and air pressure are just right, water can exist in all three states at once: solid, liquid, and gas—all at the same time! Oddly, the atmospheric pressure on Mars is very close to the triple point pressure for water (6.1 millibars). All over the red planet, water can change from liquid to solid to gas with just a slight change in pressure. Why were scientists surprised to observe recently formed liquid water channels on Mars?
 
 A Liquid water is only found below the surface of Mars.
 B The surface of Mars is hard rock that cannot be eroded.
 C Mars is so hot that all water is in the form of water vapor.
 D Mars is too cold for liquid water to flow on the planet surface.",Science,1,0,,,,,,
MDSA_2009_5_42,42,1,C,1,0,Maryland School Assessment - Science,5,2009,"Making a Splash on Mars Scientists have known for years that water exists on Mars. There are small amounts of water vapor in the atmosphere, and at the Martian North and South poles there are frozen water ice caps. The north polar cap is mostly water ice (and there is also some frozen carbon dioxide, like dry ice) that is about 1 mile thick! Scientists believe even more water lies deep under the Martian surface. In June 2000, scientists held a press conference to announce some new pictures of Mars. These pictures showed gullies that looked like flash flood channels on Earth. Scientists already knew that water had once flowed on the red planet, but that was billions of years ago. (We know this because NASA satellites have taken pictures of ancient dried-up riverbeds.) But these channels look like they were made recently, and this surprised the scientists. One reason they were surprised is that Mars is very cold. It is so cold that the ground should be frozen. Any water in this area should be solid ice. A second reason that liquid water is surprising is that Mars is so dry. There is so little water vapor in the atmosphere that any pool of water would quickly evaporate. Even on Earth, ocean water evaporates into the sky as part of the water cycle. On Mars, water evaporates more quickly than it would anywhere on Earth. So: how could there be liquid water on such a planet? Well, this is a very interesting point. On Earth, we talk about the boiling point of water, where it turns into steam or vapor. We also talk about the freezing point of water, where liquid water turns to a solid called ice. Well, it turns out that there is a “triple point” of water. When the temperature and air pressure are just right, water can exist in all three states at once: solid, liquid, and gas—all at the same time! Oddly, the atmospheric pressure on Mars is very close to the triple point pressure for water (6.1 millibars). All over the red planet, water can change from liquid to solid to gas with just a slight change in pressure. On Mars, 100 grams of ice changes into a liquid. When compared to the mass of the solid ice, the mass of the liquid water is
 
 A greater than the mass of the ice
 B one half the mass of the ice
 C equal to the mass of the ice
 D twice the mass of the ice",Science,1,0,,,,,,
MDSA_2010_4_1,1,1,C,1,0,Maryland School Assessment - Science,4,2010,"A parent and a child share several characteristics. Both individuals are tall, have curly hair, are good cooks, and have freckles. Which of these characteristics is a learned behavior?    (A) being tall (B) having curly hair (C) being a good cook (D) having freckles",Science,1,1,,,,,,
MDSA_2010_4_13,13,1,C,1,0,Maryland School Assessment - Science,4,2010,Flexibility is a physical property of some matter. Which of these materials best demonstrates the property of flexibility?    (A) a mirror (B) a pencil (C) a metal wire (D) a telephone pole,Science,1,1,,,,,,
MDSA_2010_4_13,13,1,C,1,0,Maryland School Assessment - Science,4,2010,"Flexibility is a physical property of some matter. Which of these materials best demonstrates the property of flexibility?
 
 A a mirror
 B a pencil
 C a metal wire
 D a telephone pole",Science,1,1,,,,,,
MDSA_2010_4_14,14,1,C,1,0,Maryland School Assessment - Science,4,2010,"A star is a celestial object that produces its own heat and light. Which of these celestial objects is the closest star to Earth?
 
 A Mars
 B Venus
 C the sun
 D the moon",Science,1,0,,,,,,
MDSA_2010_4_14,14,1,C,1,0,Maryland School Assessment - Science,4,2010,A star is a celestial object that produces its own heat and light. Which of these celestial objects is the closest star to Earth?    (A) Mars (B) Venus (C) the sun (D) the moon,Science,1,0,,,,,,
MDSA_2010_4_20,20,1,B,1,0,Maryland School Assessment - Science,4,2010,Farmers grow different types of crops. Which of the following factors would most affect the type of crop a farmer grows?    (A) depth of soil (B) amount of rainfall (C) the amount of land available (D) the number of seeds available,Science,1,0,,,,,,
MDSA_2010_4_20,20,1,B,1,0,Maryland School Assessment - Science,4,2010,"Farmers grow different types of crops. Which of the following factors would most affect the type of crop a farmer grows?
 
 A depth of soil
 B amount of rainfall
 C the amount of land available
 D the number of seeds available",Science,1,0,,,,,,
MDSA_2010_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2010,A student notices a paw print while walking in a park. The paw print could be considered a fossil if the print was in    (A) rock (B) topsoil (C) thick mud (D) loose sand,Science,1,1,,,,,,
MDSA_2010_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2010,"A student notices a paw print while walking in a park. The paw print could be considered a fossil if the print was in
 
 A rock
 B topsoil
 C thick mud
 D loose sand",Science,1,0,,,,,,
MDSA_2010_4_24,24,1,A,1,0,Maryland School Assessment - Science,4,2010,A student notices a paw print while walking in a park. The paw print could be considered a fossil if the print was in ___. (A) rock (B) topsoil (C) thick mud (D) loose sand,Science,1,0,,,,,,
MDSA_2010_4_28,28,1,A,1,0,Maryland School Assessment - Science,4,2010,"Some foods that humans eat, such as corn and peas, are actually seeds from plants. What best describes the role of humans in a food web containing these plants?
 
 A a consumer
 B a decomposer
 C a producer
 D a scavenger",Science,1,0,,,,,,
MDSA_2010_4_28,28,1,A,1,0,Maryland School Assessment - Science,4,2010,"Some foods that humans eat, such as corn and peas, are actually seeds from plants. What best describes the role of humans in a food web containing these plants?    (A) a consumer (B) a decomposer (C) a producer (D) a scavenger",Science,1,1,,,,,,
MDSA_2010_4_7,7,1,B,1,0,Maryland School Assessment - Science,4,2010,"Weather patterns sometimes result in drought. Which activity would be most negatively affected during a drought year?
 
 A boating
 B farming
 C hiking
 D hunting",Science,1,1,,,,,,
MDSA_2010_4_7,7,1,B,1,0,Maryland School Assessment - Science,4,2010,Weather patterns sometimes result in drought. Which activity would be most negatively affected during a drought year? (A) boating (B) farming (C) hiking (D) hunting,Science,1,1,,,,,,
MDSA_2010_4_7,7,1,B,1,0,Maryland School Assessment - Science,4,2010,Weather patterns sometimes result in drought. Which activity would be most negatively affected during a drought year?    (A) boating (B) farming (C) hiking (D) hunting,Science,1,0,,,,,,
MDSA_2010_5_18,18,1,D,1,0,Maryland School Assessment - Science,5,2010,Wind is a natural resource that benefits the southeastern shore of the Chesapeake Bay. How could these winds best benefit humans? (A) The winds could blow oil spills into the bay. (B) The winds could be converted to fossil fuel. (C) The winds could blow air pollution toward land. (D) The winds could be converted to electrical energy.,Science,1,1,,,,,,
MDSA_2010_5_19,19,1,B,1,0,Maryland School Assessment - Science,5,2010,"The Statue of Liberty was built in France and then taken apart into 350 pieces for shipping. When the pieces arrived in New York, the statue was put together. Which statement describes the relationship between the mass of the 350 pieces and the mass of the whole statue? (A) The mass of the pieces is greater than the mass of the statue. (B) The mass of the pieces is the same as the mass of the statue. (C) The mass of the statue is greater than the mass of the pieces. (D) The mass of the statue is not related to the mass of the pieces.",Science,1,0,,,,,,
MDSA_2010_5_2,2,1,D,1,0,Maryland School Assessment - Science,5,2010,Materials combine chemically or physically. Which materials form a new substance when chemically combined?    (A) salt and pepper (B) water and sugar (C) iron nails and pennies (D) baking soda and vinegar,Science,1,1,,,,,,
MDSA_2010_5_29,29,1,D,1,0,Maryland School Assessment - Science,5,2010,"A student wants to show that the matter in a whole apple is equal to the matter in the pieces of the same apple. Which process best describes how the student can demonstrate the relationship between the matter in the whole apple and the apple pieces?    (A) observing the apple pieces (B) cutting the apple into more pieces (C) observing the color of the whole apple, then observing the color of the apple pieces (D) determining the mass of the whole apple, then determining the mass of the apple pieces",Science,1,1,,,,,,
MDSA_2010_5_29,29,1,D,1,0,Maryland School Assessment - Science,5,2010,"A student wants to show that the matter in a whole apple is equal to the matter in the pieces of the same apple. Which process best describes how the student can demonstrate the relationship between the matter in the whole apple and the apple pieces?
 
 A observing the apple pieces
 B cutting the apple into more pieces
 C observing the color of the whole apple, then observing the color of the apple pieces
 D determining the mass of the whole apple, then determining the mass of the apple pieces",Science,1,1,,,,,,
MDSA_2010_5_29,29,1,D,1,0,Maryland School Assessment - Science,5,2010,"A student wants to show that the matter in a whole apple is equal to the matter in the pieces of the same apple. Which process best describes how the student can demonstrate the relationship between the matter in the whole apple and the apple pieces? (A) observing the apple pieces (B) cutting the apple into more pieces (C) observing the color of the whole apple, then observing the color of the apple pieces (D) determining the mass of the whole apple, then determining the mass of the apple pieces",Science,1,1,,,,,,
MDSA_2010_5_3,3,1,A,1,0,Maryland School Assessment - Science,5,2010,Heating and cooling water change the state of matter of water. What happens when a block of ice is heated to 10° Celsius? (A) It melts to form liquid water. (B) It condenses to form liquid water. (C) It freezes to become heavier ice. (D) It evaporates to become a vapor (gas).,Science,1,1,,,,,,
MDSA_2010_5_3,3,1,A,1,0,Maryland School Assessment - Science,5,2010,Heating and cooling water change the state of matter of water. What happens when a block of ice is heated to 10° Celsius?    (A) It melts to form liquid water. (B) It condenses to form liquid water. (C) It freezes to become heavier ice. (D) It evaporates to become a vapor (gas).,Science,1,0,,,,,,
MDSA_2010_5_35,35,1,C,1,0,Maryland School Assessment - Science,5,2010,"Many states require vehicles to be examined and to meet safety and pollution standards. What impact might vehicle inspections have on the environment?
 
 A The environment will not be polluted.
 B The environment will become more polluted.
 C Fewer pollutants will be released by vehicles.
 D Fewer pollutants will be produced by older vehicles.",Science,1,1,,,,,,
MDSA_2010_5_35,35,1,C,1,0,Maryland School Assessment - Science,5,2010,Many states require vehicles to be examined and to meet safety and pollution standards. What impact might vehicle inspections have on the environment?    (A) The environment will not be polluted. (B) The environment will become more polluted. (C) Fewer pollutants will be released by vehicles. (D) Fewer pollutants will be produced by older vehicles.,Science,1,1,,,,,,
MDSA_2010_5_41,41,1,C,1,0,Maryland School Assessment - Science,5,2010,"A New Glue . . . from Inside Cow Bellies? If you take a drive through the country, you might see a herd of cows munching on grass and shrubs. Unlike us, they can eat and digest tough, fibrous plants. They can do this, in part, because of bacteria that live in their bellies. Those bacteria, like some that live in your own stomach, are very helpful. They feed on chewed-up food once it makes its way down into the cow’s gut. This helps grind the plant chunks into even smaller pieces so the cows can get the most nutrients from their food. Paul Weimer studies these bacteria. He’s a microbiologist with the Agricultural Research Service in Madison, Wisconsin. One day Dr. Weimer was watching some bacteria under a microscope. They were turning plant chunks into food for themselves and the cow in which they lived. He was impressed with how tightly the bacteria stuck to the plant material, and that gave him an interesting idea: “If the bacteria are so good at sticking to plant materials, wouldn’t they be good at sticking to other similar things, like wood? Could they be used to make a wood glue?” Do you know why these little bacteria are so good at attaching themselves to things? Dr. Weimer explains, “They have an outer slime layer that allows them to cling to a surface. In my laboratory, they stick so tightly to plant material, or cellulose, I can’t get them off without destroying them.” Other bacteria are good clingers too. Some can stick to our teeth and cause cavities if we don’t brush them off. Eeeww! It might sound really weird to you, but finding bacteria that can form a glue is a great discovery. It could help replace some of the smelly and expensive chemicals that are used right now to make wood products. That could help the environment. Another microbiologist studied bacteria in the stomach of an ocean mammal. This scientist observed that bacteria in the ocean mammal did not attach to food particles. Which of these statements best explains the findings?
 
 A Ocean water kills stomach bacteria.
 B Bacteria only stick to plant materials.
 C The scientist was studying a different type of bacteria.
 D Bacteria in laboratories behave differently than bacteria in cow",Science,1,0,,,,,,
MDSA_2011_4_12,12,1,D,1,0,Maryland School Assessment - Science,4,2011,"The mountain chorus frog is an endangered species in Maryland. In addition to the loss of habitat, what most likely caused this frog population to decline?    (A) an increase in a food source (B) more frog breeding grounds (C) native wetlands preservation (D) poisons dissolved in the water",Science,1,1,,,,,,
MDSA_2011_4_16,16,1,D,1,0,Maryland School Assessment - Science,4,2011,"All organisms need food to survive. Which statement best describes the purpose of food for organisms?
 
 A Food provides skin color.
 B Food provides oxygen for life.
 C Food provides water for energy.
 D Food provides energy for growth.",Science,1,1,,,,,,
MDSA_2011_4_16,16,1,D,1,0,Maryland School Assessment - Science,4,2011,All organisms need food to survive. Which statement best describes the purpose of food for organisms?    (A) Food provides skin color. (B) Food provides oxygen for life. (C) Food provides water for energy. (D) Food provides energy for growth.,Science,1,1,,,,,,
MDSA_2011_4_16,16,1,D,1,0,Maryland School Assessment - Science,4,2011,All organisms need food to survive. Which statement best describes the purpose of food for organisms? (A) Food provides skin color. (B) Food provides oxygen for life. (C) Food provides water for energy. (D) Food provides energy for growth.,Science,1,0,,,,,,
MDSA_2011_4_2,2,1,C,1,0,Maryland School Assessment - Science,4,2011,"In Maryland, most bears have thick, dark fur. Which statement best explains how dark fur helps bears survive in the forests of Maryland?    (A) Dark fur is lightweight. (B) Dark fur scares enemies. (C) Dark fur helps bears hide. (D) Dark fur keeps bears cool.",Science,1,1,,,,,,
MDSA_2011_4_2,2,1,C,1,0,Maryland School Assessment - Science,4,2011,"In Maryland, most bears have thick, dark fur. Which statement best explains how dark fur helps bears survive in the forests of Maryland?
 
 A Dark fur is lightweight.
 B Dark fur scares enemies.
 C Dark fur helps bears hide.
 D Dark fur keeps bears cool.",Science,1,1,,,,,,
MDSA_2011_4_33,33,1,A,1,0,Maryland School Assessment - Science,4,2011,"Some objects conduct electricity. Which object is the best conductor of electricity?
 
 A a metal fork
 B a wood spoon
 C a plastic comb
 D a rubber eraser",Science,1,0,,,,,,
